"marker","count"
"CD11b","2"
"CD3","3"
"CD3D","2"
"CD8","5"
"CD8A","3"
"CD8B","1"
"CTL","1"
"CX3CR1","1"
"FGFBP2","1"
"GNLY","1"
"GZMA","1"
"GZMB","1"
"KLRG1","1"
"Leu-2a","1"
"NKG7","1"
"PRF1","1"
